HR	4008435968
GO	4006956544
RYAN	3996152832
TKR	3987484928
DOC	3985110784
PSTH	3984000000
THO	3979134464
ENSG	3942202624
PSN	3936553472
SSD	3924529664
OSH	3915041792
TFSL	3911502080
QS	3908440576
SNDR	3903608832
UA	3897646592
GH	3897535744
RARE	3886021120
MANT	3879401984
KRG	3877247488
DUOL	3872660992
SMAR	3871849472
ICUI	3863027456
EVR	3862614272
JWN	3858713600
ELY	3858299392
TDC	3855054080
PNM	3853128448
WEN	3843591424
FNB	3834537728
HWC	3833919744
PEGA	3833210624
ALIT	3826741248
VNT	3790105088
SRCL	3785741568
AQUA	3779178240
ATKR	3769474560
INDB	3764306176
AVNT	3755780352
ATUS	3755450368
OLLI	3747807232
BCPC	3747172096
SR	3747050496
SMPL	3744804864
CERE	3738365440
CURLF	3735542016
CWAN	3734025472
TPX	3725043456
ALSN	3718544896
FLS	3714237440
SAM	3712963584
YETI	3710066944
RPD	3707952640
TPTX	3705552128
MMS	3695207936
CVI	3688482304
CYTK	3688183808
R	3674683392
SPSC	3674481408
TNDM	3672738048
CNM	3664341760
SITM	3658134528
FLOW	3637604864
HIW	3632414720
MTG	3619235584
HELE	3617754880
MSGS	3603434752
KEX	3590864896
HBI	3585417216
NSP	3564176384
ABG	3559376896
AFFS	3558617856
DV	3552920320
SMTC	3552852480
UMPQ	3550872576
PTEN	3547369216
NCNO	3547305728
CBT	3544036352
AIT	3526477312
FLR	3526083328
ONTO	3521003776
AWI	3506048768
AMED	3498970112
CVBF	3498213376
HLNE	3495823872
MPLN	3489010944
AL	3488701184
CRK	3486603008
CWST	3469088000
BNL	3464205312
VRT	3461744384
BOX	3455927296
ISBC	3455835392
ACT	3453878784
AEL	3453568000
CNX	3452066560
LANC	3446304768
BECN	3444639232
ASAN	3441785600
JBT	3437789952
ZWS	3428848896
YOU	3415172864
WBT	3401956864
EPR	3398372096
APLE	3396712704
BTU	3396556032
EBC	3386794752
ZD	3386422272
MCW	3385446400
DEN	3381270784
NTLA	3373981696
MRCY	3373882112
CBU	3367212288
NARI	3365494016
CWK	3364922624
TNL	3358557184
APG	3357921280
GATX	3352096256
PK	3323188736
WK	3323039744
IRTC	3314457600
AYX	3301866240
DNLI	3288858880
VRNS	3284908544
DEA	3278290688
PTON	3272362752
VIR	3269687296
FELE	3257677312
ALE	3257479680
NTNX	3254505984
FRSH	3253757952
GPS	3245477632
FUL	3243148288
UPST	3240898304
SPB	3239261440
NTRA	3239033088
CNS	3237152000
MRTX	3236107776
KRTX	3235997696
ARWR	3234464256
NVAX	3232428288
BRZE	3223784704
APPF	3199613696
SBRA	3194107648
UCBI	3191412736
GT	3186204928
MTSI	3184211200
APPN	3183316224
FCFS	3181063936
STGW	3178307584
PRVA	3177047296
BRBR	3174507520
RDN	3174372864
FOXF	3171689728
DORM	3160229632
PCH	3159908352
SEAS	3159731200
GTES	3159655936
HASI	3151677440
HHC	3149430528
HPK	3148449280
SGFY	3136449280
BANF	3135369472
SLG	3128562176
HAE	3126698496
BHF	3123075840
EQC	3122263552
PACW	3119392256
VIAV	3118635776
SXT	3116732160
CNR	3115078656
REGI	3106199040
SUN	3103207680
DBRG	3100396800
TTEC	3099175680
KOS	3096978688
NEWR	3082344448
KNBE	3074299392
PRFT	3071598336
BSM	3069774592
HAYW	3069686272
NSIT	3068659200
ASO	3068590848
SEM	3065815552
AJRD	3052162816
CRC	3049337856
WLL	3048695552
JAMF	3044829440
STAA	3038886400
JOBY	3038354688
IIPR	3036768000
SPR	3028690176
OFC	3022987520
ENOV	3017085440
BPMC	3016649984
CERT	3016218624
ALRM	3012751104
DIOD	3008492800
SPWR	3006074112
SQSP	3003824640
LXP	2993062400
MATX	2992360704
NEU	2992013824
WD	2988012800
CROX	2983934208
BOH	2983773696
CPE	2982084864
JBGS	2975035904
NWE	2973849856
OPEN	2973819648
SPT	2971329792
UNF	2962415616
NNI	2956939776
MLI	2955531264
INST	2954152448
MMSI	2951920640
BLKB	2946807296
FOUR	2946140928
PZZA	2934823680
CATY	2932356864
ACIW	2927068416
ETRN	2925478144
ENV	2914993152
BKU	2914077952
GEF	2911563008
KFY	2902132224
BE	2900880128
IBTX	2893198336
NXRT	2885011712
CVET	2879651328
REZI	2876012032
ABCB	2874642176
FORM	2868067840
GOLF	2868038912
AVA	2867171584
LOPE	2862529280
TRIP	2862429184
CRI	2853048064
SFM	2846909184
VC	2843447808
HI	2841982208
ATI	2841404416
OUT	2839013120
ARNC	2837126912
ADS	2837052160
FHB	2836573184
SFNC	2828658944
CCOI	2824353792
KMPR	2823181056
COOP	2816561408
VSH	2810160128
NUTX	2783867392
ASB	2777314560
SITC	2768732928
FOLD	2768010496
FL	2766316544
ESMT	2764438016
FHI	2761248000
VRNT	2761039616
EPRT	2756606720
PBH	2756316672
PPBI	2752981504
PJT	2752778496
GPI	2751019264
ABM	2748330496
PDCO	2743178240
SUM	2739920128
FIX	2735347200
TWNK	2729785600
CVLT	2725218816
RUSHA	2724552192
AGTI	2721051392
AEIS	2714410496
MGEE	2712254976
MXL	2710697216
LESL	2709673984
EVH	2707536384
HRMY	2699093248
PSEC	2697999104
NHI	2696038656
JBLU	2694627328
LCII	2694265344
VSCO	2690925312
BCO	2689251072
MC	2688015872
FSR	2686787584
AMR	2686380800
HRI	2674222592
BEAM	2673651712
AWR	2671904512
MAIN	2668116224
EE	2667920640
SHOO	2667477760
CARG	2660066048
LAZR	2659601920
LTH	2658030592
GHC	2656225280
TCBI	2655359488
AAON	2651437056
CWT	2651008768
CNMD	2639919872
